greenhouse_id,crop_type,variety,planting_date,harvest_date,days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,soil_pH,yield_kg_per_m2
1,Tomato,Roma,23-02-23,09-05-23,75,22.8,19.9,25.5,83.2,607,33568,10.3,4.6,,,,3.2,5.3,20.33
2,Tomato,Roma,02-03-23,07-05-23,66,28.6,27.5,31.1,70,711,30510,10.7,9.5,171,88,189,3.7,5.6,10.55
5,Lettuce,Leaf,26-07-23,08-09-23,44,17.4,15.7,19.4,63.4,886,38905,15.3,4.3,111,51,97,1,6.4,8.65
4,Lettuce,Iceberg,11-09-23,30-10-23,49,17.8,16.7,19.7,80.3,736,30734,12.6,3.3,89,45,131,0.6,6.6,4.78
3,Pepper,Jalapeno,07-02-23,13-05-23,95,27.2,24.8,30.1,76.4,574,26707,10,5.7,175,73,192,0.9,6.2,8.77
4,Tomato,Cherry,14-03-23,21-05-23,68,28,25.4,30.7,75.8,692,32424,11.5,7.9,182,111,206,3.1,6.3,14.6
4,Pepper,Bell,08-10-23,03-01-24,87,25.1,23.1,27.2,56.8,738,30551,10.7,7,173,49,196,0.7,5.9,5.59
2,Tomato,Beefsteak,24-10-23,12-01-24,80,24.7,22.2,26.5,85.6,724,25598,10,7.6,203,99,229,0.5,6.9,20.41
2,Tomato,Roma,11-03-23,17-05-23,67,25.6,24.6,27,64.9,873,34579,11.3,4.8,230,118,174,2.6,7,23.35
3,Lettuce,Romaine,07-03-23,13-04-23,37,14.4,13.2,15.4,65.1,585,31381,11,2.1,,,,1.9,5.9,3.67
1,Pepper,Jalapeno,16-10-23,19-01-24,95,25.9,23.8,27.4,75.3,723,28427,10.2,9.9,170,55,124,0.7,6.2,4.37
3,Lettuce,Leaf,15-03-23,29-04-23,45,21,18.1,22.2,61.6,677,33198,11.6,6.4,,,,4,6.1,3.46
2,Cucumber,Pickling,20-10-23,29-12-23,70,20.4,17.8,21.9,68.3,995,21755,10,8.3,108,60,125,2.1,5.6,7.94
2,Lettuce,Romaine,06-12-23,05-01-24,30,17.7,15.8,21.2,53.5,837,18692,10,3.4,103,41,132,2.8,7,8.27
3,Tomato,Cherry,22-05-23,19-08-23,88,24.7,21.4,26.2,77.6,675,31293,15.4,8.4,,,,2.5,6.5,18.78
1,Lettuce,Butterhead,16-06-23,19-07-23,33,17.3,13.9,18.7,64.8,690,37172,16,6.6,105,59,87,4.1,6.2,7.72
5,Lettuce,Iceberg,24-11-23,24-12-23,30,16.2,14,18.2,66.4,995,22872,10,4.9,,,,0,6.5,11.5
2,Cucumber,Slicing,19-11-23,08-01-24,50,22.9,21.2,25.3,66.8,778,24899,10,10.3,,,,,7.4,8.16
1,Lettuce,Romaine,08-08-23,20-09-23,43,17.7,14.6,20.8,60.6,780,40708,14.7,5.2,115,40,144,1,7,10.12
2,Tomato,Roma,08-05-23,25-07-23,78,25.9,22.8,28,76.4,409,47564,14.9,7.6,193,102,167,1.4,6.6,15.62
4,Lettuce,Leaf,11-11-23,26-12-23,45,14.6,13.3,15.9,71.1,823,25958,10,3.4,113,63,90,1.9,6.8,8.75
4,Cucumber,Pickling,12-03-23,08-05-23,57,,,,,,,11.4,7,120,94,162,5,5.6,12.7
5,Cucumber,English,12-04-23,10-06-23,59,26.6,23.7,29.3,83.3,821,36786,13.5,8.3,139,82,174,0,6.3,9.23
1,Tomato,Cherry,16-03-23,28-05-23,73,27.2,25.7,28.6,81.5,1004,24444,11.7,9,159,99,205,0,6.1,11.51
5,Lettuce,Iceberg,01-05-23,16-06-23,46,,,,,,,14.6,7.6,99,46,93,0.4,6.7,9.3
2,Pepper,Habanero,31-10-23,11-01-24,72,23.6,22,25.1,62.7,632,21566,10,7,175,70,137,1.3,6.9,9.12
2,Lettuce,Butterhead,01-06-23,16-07-23,45,21.2,18.4,22.7,69.1,835,40703,15.8,8.4,131,54,132,1.3,6.5,6.87
1,Pepper,Habanero,14-04-23,14-07-23,91,28.1,27.1,29.7,58.1,747,39637,13.6,7.1,136,43,157,4.4,5.9,10.34
5,Tomato,Beefsteak,04-12-23,04-02-24,62,22,19.5,23.4,61.6,760,24118,10,6.8,218,63,181,1.1,6.8,17.46
3,Lettuce,Romaine,04-09-23,23-10-23,49,21.6,20.6,23,79.5,1002,32868,13.1,4.7,122,57,115,2.9,6.2,5.7
3,Tomato,Cherry,21-06-23,08-09-23,79,27.3,25.4,28.7,87.2,520,43371,16,5.2,,,,3.3,6.3,22.87
3,Cucumber,English,01-04-23,27-05-23,56,26.8,25.5,28.2,85.3,465,39646,12.8,8.3,178,51,146,2.9,6.3,11.02
2,Tomato,Beefsteak,10-03-23,11-05-23,62,28.8,27.2,29.9,68.7,1120,26623,11.2,6.1,174,66,190,1.7,7.2,16.65
3,Tomato,Heirloom,19-04-23,20-06-23,62,25.4,22.6,26.7,76.2,1020,30833,13.9,6.4,167,94,182,0,6.7,18.83
5,Cucumber,Slicing,04-04-23,13-06-23,70,24.4,22.4,25.6,93.3,735,30233,13,4.4,191,92,154,0,6.8,17.33
1,Lettuce,Iceberg,20-11-23,06-01-24,47,18.3,15.8,20.5,59.9,767,21431,10,6.3,117,56,115,2.1,6.6,7.41
1,Cucumber,Pickling,05-06-23,11-08-23,67,,,,,,,15.9,4.3,,,,4.7,6.3,14.35
1,Cucumber,English,01-06-23,24-07-23,53,23.3,21.3,26,71.7,862,36653,15.8,5.2,126,92,124,1.8,6.1,15.61
5,Tomato,Roma,13-05-23,14-07-23,62,23.7,21.7,27.3,75,731,41216,15.2,7.9,192,72,195,0.7,6.6,20
5,Pepper,Habanero,13-03-23,09-06-23,88,,,,,,,11.5,7.8,134,84,183,2.6,7.1,5.39
3,Tomato,Heirloom,21-08-23,07-11-23,78,26.1,22.7,28.7,70.8,815,32062,13.9,8.2,180,60,174,1.6,6.1,12.46
5,Cucumber,Slicing,09-10-23,14-12-23,66,27.7,25.7,31.3,87,1069,23191,10.7,8.6,156,88,132,1.9,6.8,7.38
2,Tomato,Heirloom,30-04-23,27-07-23,88,25.8,24.5,28.1,65.7,791,38117,14.5,7.6,,,,0.9,6.4,15.68
4,Tomato,Beefsteak,16-05-23,29-07-23,74,25.9,24.5,27.1,78.3,854,31796,15.3,6,183,112,241,2.6,5.6,19.51
3,Tomato,Beefsteak,27-09-23,26-12-23,90,25.1,23.5,26.7,72.1,937,28030,11.5,7,170,60,153,1.2,6.1,18.72
4,Tomato,Heirloom,26-02-23,01-05-23,64,,,,,,,10.5,9.8,239,79,167,4.8,6.7,8.65
1,Cucumber,Pickling,29-06-23,30-08-23,62,,,,,,,16,5.5,121,58,124,1.8,6.5,16.45
4,Tomato,Cherry,08-05-23,03-08-23,87,21.9,20.9,25,74.4,990,41306,14.9,4.5,217,79,204,,6.4,24.46
4,Cucumber,English,08-09-23,06-11-23,59,21.5,20.4,22.8,83.5,1038,29958,12.8,7.2,161,95,184,0.8,5.9,13.35
4,Pepper,Bell,13-11-23,13-02-24,92,25.4,23.1,29,70.5,692,24234,10,8.1,149,45,159,0,6,4.05
1,Tomato,Heirloom,18-01-23,31-03-23,72,25.8,24.3,29.4,85.1,775,15153,10,8.7,202,109,209,1.5,6.2,13.03
4,Cucumber,English,23-01-23,23-03-23,59,24.2,22.4,25.7,72.4,575,26583,10,5.8,129,83,171,1.5,6.5,13.36
5,Tomato,Roma,30-06-23,05-09-23,67,23.5,22.4,25.1,75.4,771,34880,15.9,8.7,162,54,164,2.3,6.7,13.36
4,Tomato,Heirloom,12-07-23,25-09-23,75,24.8,23.7,26.4,79.6,886,42773,15.7,9.6,,,,3.1,7,12.25
2,Cucumber,Slicing,21-06-23,26-08-23,66,23,21.8,25.2,96.7,925,36594,16,6.7,,,,3.2,6,13.07
2,Tomato,Beefsteak,30-09-23,29-12-23,90,25.8,24.6,26.9,76.1,758,32158,11.3,8.6,184,61,230,2.5,7,11.17
3,Tomato,Roma,11-03-23,25-05-23,75,26.9,25.5,28.7,73.3,909,28926,11.3,7.8,227,86,171,1.3,6.6,16.57
1,Pepper,Jalapeno,29-01-23,03-05-23,94,27,24.9,28.4,78.3,692,27345,10,7.6,,,,1.3,6.8,11.15
4,Lettuce,Iceberg,29-10-23,08-12-23,40,17.6,15.8,19.8,65.9,996,21193,10,2.3,140,62,149,1,6.4,5.56
2,Tomato,Beefsteak,13-06-23,18-08-23,66,22.5,20.8,23.8,71.1,569,41104,16,8.1,175,98,205,2.4,6.4,15.62
3,Tomato,Beefsteak,06-03-23,19-05-23,74,25.9,24.5,28.7,77,913,27764,11,9,191,106,178,0,6.9,14.06
3,Tomato,Beefsteak,22-01-23,02-04-23,70,22.6,21,24.1,82,738,22194,10,6,157,82,159,4.4,6.5,14.8
1,Lettuce,Leaf,30-05-23,14-07-23,45,,,,,,,15.7,4.5,83,42,138,4.1,6.5,7.18
4,Cucumber,Pickling,27-04-23,06-07-23,70,22.6,21,25.7,91.5,537,40917,14.4,6,,,,3.2,6.8,13.29
1,Tomato,Beefsteak,15-06-23,20-08-23,66,23.5,21.9,25.5,74.6,601,44211,16,7.2,194,84,166,2,7.1,20.01
1,Lettuce,Butterhead,22-10-23,22-11-23,31,18.4,15.8,19.9,67.3,711,32303,10,4.7,99,43,123,2.2,6.3,8.78
4,Tomato,Beefsteak,20-08-23,06-11-23,78,26.8,23.1,29.8,74.4,789,29713,14,6.6,153,104,231,0.5,6.7,18.95
1,Tomato,Roma,06-08-23,26-10-23,81,27.7,25.8,29.2,86,740,33696,14.8,7.2,226,55,163,4.2,5.8,14.93
2,Cucumber,Slicing,05-08-23,14-10-23,70,23,21,25.5,89.3,656,26683,14.8,4.3,152,81,152,0.2,5.6,16.3
3,Tomato,Roma,01-12-23,26-02-24,87,27.8,26.2,29.4,63.4,778,29001,10,8.5,,,,5,7.1,12.24
2,Tomato,Roma,12-12-23,25-02-24,75,23.5,21.9,24.5,82.4,628,15841,10,6.7,155,95,163,1.8,6.5,15.3
3,Tomato,Heirloom,30-12-23,14-03-24,74,26.2,25.3,28,69.6,938,13795,10.1,5.1,164,75,171,1.7,7.4,17.5
2,Tomato,Beefsteak,20-02-23,22-04-23,61,,,,,,,10.1,5.5,,,,1.3,6.5,19.98
1,Tomato,Cherry,01-08-23,17-10-23,77,24.5,22.4,25.8,72.7,638,35050,15,7,208,98,203,0.2,6.6,20.91
3,Cucumber,Slicing,10-09-23,01-11-23,52,26.4,24.8,28,91.3,689,21713,12.7,7.3,155,84,123,0.4,6,10.53
3,Tomato,Roma,01-11-23,04-01-24,64,23.2,21.7,24.3,66.5,787,20870,10,6,224,102,184,3.3,6.4,14.98
1,Tomato,Roma,01-11-23,17-01-24,77,26.6,24.3,30.1,83.5,992,22588,10,5.8,174,75,211,0.4,6.9,21.93
3,Pepper,Jalapeno,24-10-23,31-01-24,99,24.6,23,26.1,89,714,19715,10,9.8,159,48,191,0,5.7,8.55
5,Cucumber,Pickling,04-05-23,24-06-23,51,22.7,20.9,24.5,85.3,659,30836,14.7,5.8,147,45,187,4,7.5,8.2
1,Tomato,Roma,30-05-23,23-08-23,85,26,23.9,28.8,84.4,757,34982,15.7,8.6,188,104,198,3.8,6.7,15.4
1,Lettuce,Iceberg,30-04-23,09-06-23,40,16.5,14.1,18.7,83.6,949,38445,14.5,4.4,129,47,113,1,6.4,7.79
5,Lettuce,Leaf,02-01-23,10-02-23,39,18.2,16.2,20.9,52,701,20444,10,6.9,147,67,99,1.6,6.5,5.72
1,Cucumber,English,09-04-23,15-06-23,67,21.7,20.1,23.2,78.4,874,27916,13.3,8,198,60,168,0,6.1,11.62
4,Tomato,Roma,09-06-23,01-09-23,84,26.2,25,27.3,77,811,30605,15.9,7.9,165,106,206,2.6,6,16.98
1,Tomato,Heirloom,25-09-23,24-12-23,90,26.3,24.4,28.1,69.3,844,31635,11.6,8.4,243,102,215,4.4,7,13.38
1,Tomato,Cherry,19-11-23,09-02-24,82,22.8,21,24,72.3,1026,22864,10,8.6,222,101,204,1.1,6.8,13.35
3,Cucumber,English,20-06-23,24-08-23,65,20.3,18,22.3,77.6,789,36192,16,6.2,102,51,130,3.7,6.9,9.61
5,Tomato,Heirloom,06-10-23,14-12-23,69,22.5,20.3,24.1,81.7,786,19072,10.9,6.1,160,65,205,0,7.1,17.99
1,Lettuce,Romaine,09-08-23,27-09-23,49,16.3,13.7,19.2,66.9,740,30783,14.6,4.1,94,49,120,0,6.8,7.45
4,Tomato,Roma,14-10-23,25-12-23,72,23.8,21.4,25.4,74.5,877,13475,10.4,10.7,194,66,244,2.8,7,13.48
1,Cucumber,Pickling,28-08-23,18-10-23,51,22.2,21,23.8,73.3,832,41169,13.5,7.8,,,,1.6,7,9.5
3,Pepper,Bell,04-07-23,24-09-23,82,28.1,26.3,30.4,66.4,517,28795,15.9,11.3,132,63,129,4.2,,10.58
4,Lettuce,Butterhead,18-10-23,02-12-23,45,19.7,16.1,22.4,63.8,846,24717,10.1,6.6,94,34,125,1.5,6.7,5.1
1,Tomato,Roma,12-05-23,26-07-23,75,22.5,19.1,25.8,69.8,857,40500,15.1,7.7,198,76,199,,7.1,19.96
2,Pepper,Habanero,13-03-23,06-06-23,85,23.3,20.3,24.4,65.3,730,27395,11.5,6.3,189,87,130,0,6.6,8.49
3,Lettuce,Butterhead,16-04-23,16-05-23,30,22.1,21,23.4,67.7,815,43122,13.7,4.8,131,61,147,1.3,5.7,11.14
1,Tomato,Beefsteak,06-05-23,14-07-23,69,25.9,24.9,27.2,75.7,843,35105,14.8,4.7,,,,2,6.6,24.84
5,Cucumber,English,30-10-23,28-12-23,59,24.1,22.4,26.1,88.1,836,16668,10,4.6,130,56,146,3.8,6.5,8.9
5,Cucumber,Slicing,05-11-23,10-01-24,66,21.3,18.6,23.7,80.1,914,19635,10,6.3,194,93,123,0.2,5.6,14.91
2,Cucumber,English,14-01-23,17-03-23,62,22.8,20.1,24.8,88.2,906,22301,10,5,196,81,199,2.6,6.4,11.37
5,Cucumber,Pickling,12-08-23,05-10-23,54,22.4,21.3,24.1,78,581,35603,14.5,6.5,199,77,159,1.6,6.8,19.43
3,Cucumber,English,20-09-23,28-11-23,69,29.2,27,31.8,58.9,996,31583,12,5.5,114,45,177,0.5,6,8.77
3,Lettuce,Iceberg,06-11-23,24-12-23,48,17.7,15.6,20.8,81,989,12198,10,5.6,93,55,146,0.7,7,6.03
2,Cucumber,Slicing,13-12-23,18-02-24,67,21.3,19.5,23.2,83.9,936,19402,10,4,143,81,181,3.1,6.4,14.4
5,Tomato,Cherry,03-10-23,07-12-23,65,24.1,22.8,27.6,71.6,934,30876,11.1,8.1,211,100,189,0.1,6.3,16.17
4,Cucumber,Pickling,09-03-23,01-05-23,53,26.5,23.8,28.2,75.2,773,23306,11.2,9.1,141,43,184,2.9,6,12.68
5,Lettuce,Leaf,22-07-23,03-09-23,43,18,16.9,20.7,67.4,729,40502,15.4,6.4,94,65,129,0,6.7,6.37
1,Tomato,Cherry,14-11-23,12-02-24,90,27,25.5,28,83.1,880,13226,10,7.7,,,,3.2,7.1,14.07
5,Cucumber,Pickling,23-07-23,27-09-23,66,24.8,22.6,26.3,87.3,725,28386,15.4,11,137,92,149,1.3,7.2,8.19
2,Cucumber,Slicing,24-04-23,18-06-23,55,25.4,23.7,27.2,84.4,570,36848,14.2,6.2,101,87,136,4.3,6.1,10.88
4,Cucumber,Pickling,17-04-23,18-06-23,62,22.4,19.7,24.8,74.2,956,36964,13.8,7,133,85,171,1.5,5.4,16.17
5,Tomato,Roma,21-01-23,30-03-23,68,25.3,21.8,27.1,75.5,719,21376,10,7.4,200,92,220,0.7,6.5,16.63
3,Tomato,Beefsteak,06-10-23,07-12-23,62,26.4,24.9,29.5,67,467,25607,10.9,10.9,,,,3.7,6.8,13.52
4,Tomato,Roma,25-12-23,15-03-24,81,,,,,,,10,7.5,213,75,151,0.5,6.3,18.22
5,Tomato,Roma,09-08-23,03-11-23,86,23.6,22.1,25.3,64.3,456,29988,14.6,6.9,226,69,211,2.9,6,20.11
4,Cucumber,Pickling,20-07-23,14-09-23,56,20.7,19.4,22.4,78,876,43357,15.5,7,189,63,169,1.2,7,12.51
2,Tomato,Beefsteak,21-04-23,04-07-23,74,24.9,22.9,26.4,61.9,879,29594,14,7.4,,,,2.6,7.3,14.48
3,Tomato,Cherry,05-09-23,22-11-23,78,23.3,22.2,24.9,85.9,912,26431,13,9.7,217,104,199,0.5,6.9,11.02
1,Lettuce,Butterhead,11-07-23,22-08-23,42,17.5,15.6,19.2,68.1,1035,44681,15.7,3.9,109,70,148,0.6,5.8,9.49
3,Cucumber,Pickling,02-07-23,07-09-23,67,23.1,20.2,25,78.3,881,43286,15.9,7.9,133,99,185,3.9,6.4,8.03
4,Tomato,Heirloom,05-09-23,22-11-23,78,22.6,20.7,24.2,77.7,759,24400,13,6.5,178,119,168,0.8,7.1,17.3
3,Tomato,Beefsteak,14-04-23,26-06-23,73,28,26.9,29.7,72.8,789,38705,13.6,8.9,,,,1.1,6.6,14.68
3,Tomato,Cherry,12-03-23,13-05-23,62,23.6,21.8,25.3,72.5,937,27309,11.4,6.8,207,54,151,0,7.1,21.73
3,Cucumber,Slicing,24-12-23,03-03-24,70,25.7,23.8,27.7,79.2,765,20941,10,9.4,114,46,195,3.3,6.7,4.46
1,Tomato,Cherry,21-09-23,15-12-23,85,24,22.1,25.6,58.3,845,27113,11.9,5.9,230,70,178,2.4,6.7,17.76
3,Tomato,Heirloom,21-03-23,08-06-23,79,25.5,23.8,28.1,68.9,816,35647,12,8.4,238,57,168,3.4,6.3,14.58
3,Tomato,Heirloom,24-06-23,22-09-23,90,25,22.1,27.7,68.4,734,30332,16,4.3,165,94,151,2.1,7.1,20.87
2,Cucumber,Pickling,09-09-23,05-11-23,57,27.2,25.8,28.3,94.9,976,27682,12.7,7.6,,,,0.2,6.7,9.29
1,Tomato,Beefsteak,25-06-23,25-08-23,61,24.5,21.5,25.9,79.6,648,43601,16,7,205,108,247,2.8,6.9,16.89
3,Tomato,Roma,03-04-23,23-06-23,82,,,,,,,13,10.5,,,,2.2,7.1,18.05
1,Cucumber,Pickling,10-07-23,15-09-23,67,24,21.8,26.9,70.8,885,33393,15.8,6.8,159,41,180,5.8,6.4,10.59
3,Tomato,Cherry,21-07-23,13-10-23,84,22.7,19.6,23.8,83.4,868,42806,15.5,6.9,164,53,175,0.3,6.7,15.55
4,Tomato,Roma,09-02-23,02-05-23,82,27.5,25.6,29.9,80.4,905,28463,10,12.4,153,54,163,0,6.3,10.87
4,Cucumber,Pickling,25-09-23,29-11-23,65,24,21.7,25.6,78.6,720,36555,11.6,6.9,174,85,160,0.2,6.8,15.89
5,Lettuce,Butterhead,10-08-23,19-09-23,39,,,,,,,15,4.8,152,33,121,2.4,5.8,10.37
2,Tomato,Heirloom,19-07-23,15-10-23,88,21.3,18.5,23.3,79.2,821,37452,15.5,4.8,152,119,225,3,7,16.29
4,Pepper,Jalapeno,26-01-23,06-05-23,100,,,,,,,10,4.7,157,61,168,4.7,6.8,8.89
5,Tomato,Cherry,30-12-23,13-03-24,74,24.4,21.9,26.1,81.5,849,6687,10,5.6,242,88,202,0.3,6.7,19.17
4,Tomato,Cherry,16-08-23,30-10-23,75,30.1,27.1,33.4,86.9,1034,39674,14.2,8,168,75,208,1.5,6.9,14.98
3,Lettuce,Leaf,22-03-23,10-05-23,49,20.1,17.5,22.3,60.4,547,23051,12.1,5.8,109,44,133,3.8,7.3,4.95
5,Pepper,Habanero,23-04-23,19-07-23,87,27.2,25.6,28.6,82.4,744,36784,14.2,5.1,137,80,120,1.8,6.8,11.98
1,Tomato,Cherry,14-03-23,11-06-23,89,24.6,23.4,26.1,78.6,877,28094,11.5,8.5,159,89,169,0.5,6.4,14.59
3,Tomato,Cherry,20-11-23,08-02-24,80,25.8,24.5,28.5,82.2,794,19955,10,6.9,231,69,206,1.7,6,17.3
4,Cucumber,Slicing,02-02-23,04-04-23,61,25.6,24.4,27.3,74.2,662,20589,10,8.4,198,73,127,0.2,6.9,13.68
3,Pepper,Jalapeno,20-11-23,08-02-24,80,26.5,24.9,29.3,58,630,23904,10,8.8,168,49,179,0.1,6,8.37
1,Cucumber,English,23-08-23,25-10-23,63,27.3,25.9,28.7,84.7,823,38369,13.8,7.6,182,79,138,2.9,6.4,11.54
1,Tomato,Heirloom,05-04-23,25-06-23,81,27.2,24.9,28.4,65.4,937,35121,13,8.7,183,51,167,4.9,6.4,8.37
1,Tomato,Cherry,08-11-23,09-01-24,62,22.3,20.5,23.7,66.4,889,18824,10,5.5,249,53,197,2.6,7.1,18.65
4,Cucumber,Pickling,23-07-23,24-09-23,63,22.5,20.5,25.2,83.6,600,40504,15.4,5.7,105,68,197,2.5,5.9,13.22
3,Tomato,Cherry,29-04-23,22-07-23,84,,,,,,,14.5,5.7,215,62,226,2.3,6.1,20.78
5,Tomato,Heirloom,21-11-23,21-01-24,61,26.9,24.8,28.1,64.1,890,31300,10,6.2,192,64,189,1.2,7,18.08
5,Pepper,Habanero,27-12-23,21-03-24,85,29.7,28.1,31.3,65.1,776,24049,10,10.5,142,61,160,2.5,6,3.97
5,Cucumber,Slicing,16-09-23,25-11-23,70,26.1,24.1,27.1,85.7,1010,17434,12.2,11,169,89,178,3.1,7.2,9.24
3,Cucumber,Slicing,01-04-23,04-06-23,64,24.7,21,28.2,75.9,971,40079,12.8,10.1,132,47,150,1.4,6.3,13.14
4,Lettuce,Iceberg,04-08-23,22-09-23,49,20.6,19.4,22.2,72.2,1008,41502,14.9,5.6,93,66,121,0.4,6.8,8.71
2,Tomato,Cherry,27-10-23,19-01-24,84,25.4,22.7,27.5,71.3,1156,29658,10,7.8,178,75,215,1.9,5.8,16.5
2,Lettuce,Romaine,21-05-23,01-07-23,41,19.3,18,20.5,68.8,823,28135,15.5,5.7,87,52,99,0.2,6.4,9.96
4,Lettuce,Leaf,24-05-23,12-07-23,49,17.3,16.3,19.6,63.9,761,36982,15.6,5.5,118,33,89,,,9.95
3,Lettuce,Romaine,09-04-23,29-05-23,50,17.6,16.2,18.9,71.7,877,34824,13.3,4.7,126,45,111,2.7,6.5,8.02
1,Pepper,Habanero,09-04-23,02-07-23,84,26.2,24.3,27.9,75.5,853,24558,13.3,7.5,134,88,164,4.3,6.1,6.35
3,Tomato,Heirloom,27-05-23,28-07-23,62,26.4,25,27.7,64.1,850,27709,15.7,7.8,216,108,215,3.2,6.9,14.9
2,Cucumber,English,09-05-23,06-07-23,58,25,23.2,26.4,87.9,781,40912,15,6.8,182,94,170,1,6.5,14.78
4,Tomato,Roma,09-09-23,03-12-23,85,25.4,24.3,26.6,66.6,746,32396,12.7,5.8,199,68,154,0.4,6.8,18.59
5,Lettuce,Butterhead,26-07-23,12-09-23,48,21.1,18.1,24.1,77,838,39239,15.3,5.7,129,64,92,5.3,6.7,9.08
5,Cucumber,English,22-03-23,12-05-23,51,26.1,24.5,28.3,80,1005,22377,12.1,7.7,142,62,193,3.2,6.7,10.87
4,Tomato,Roma,19-03-23,21-05-23,63,25.2,22.3,28.1,68,589,29994,11.9,9,248,94,232,0.8,6.5,13.01
5,Lettuce,Iceberg,16-02-23,05-04-23,48,15.5,14.1,16.9,70,647,27046,10,7.1,140,40,118,0,6.2,7.19
4,Tomato,Roma,27-04-23,02-07-23,66,23.4,22.2,24.5,69.4,990,32781,14.4,7.2,179,104,161,0.9,6.5,17.32
5,Cucumber,Pickling,15-04-23,08-06-23,54,26.1,23.5,27.4,82.2,977,35930,13.7,7.3,102,77,185,1.2,6.8,10
4,Pepper,Jalapeno,14-02-23,15-05-23,90,22.7,20.5,25.1,66.5,925,29551,10,4.6,167,51,144,2.9,6.5,10.65
1,Lettuce,Romaine,07-02-23,26-03-23,47,19.2,15.7,20.8,71.8,857,17897,10,5.4,89,44,104,1,5.5,9.79
3,Tomato,Beefsteak,14-02-23,21-04-23,66,25.2,24.1,28.5,80.1,613,16965,10,9.3,159,61,246,0,6.8,17.12
1,Lettuce,Romaine,15-06-23,22-07-23,37,17.5,15.8,19.1,65.1,631,40343,16,5.8,121,40,87,4.3,6.1,7.74
5,Tomato,Roma,05-11-23,21-01-24,77,20.9,19,22.3,60.4,721,20743,10,7.7,154,92,228,2.1,6.5,10.93
2,Pepper,Habanero,04-08-23,13-10-23,70,25.6,24.1,27.1,61.5,740,40222,14.9,9.8,138,44,139,4.5,6.1,6.2
5,Tomato,Heirloom,04-04-23,16-06-23,73,22.5,20.8,25,79.5,726,21778,13,6.5,170,70,227,0.3,6.8,17.99
5,Tomato,Roma,26-06-23,09-09-23,75,22.3,19.8,23.6,81.9,937,26445,16,8.6,188,112,174,0.1,5.5,13.28
3,Tomato,Cherry,27-07-23,25-09-23,60,24.7,23.5,26.1,64,773,35077,15.2,5.1,225,113,224,2,,25.3
1,Cucumber,English,01-11-23,04-01-24,64,23.7,21.5,25.7,73.7,555,18881,10,8.6,103,55,149,2.8,5.7,7.9
3,Lettuce,Leaf,13-05-23,30-06-23,48,13.3,12.2,15.5,74.2,850,28582,15.2,2.8,117,35,98,0,7,5.32
1,Pepper,Bell,21-03-23,13-06-23,84,27.7,26,29,53,517,31105,12,9.8,199,68,159,1.3,6.4,11.05
3,Lettuce,Leaf,23-02-23,31-03-23,36,18.6,17,19.9,62.7,1054,25852,10.3,4.7,116,57,112,0,6.3,6.04
4,Cucumber,Pickling,02-03-23,30-04-23,59,25.6,23.4,29,92.8,850,23923,10.7,6.8,159,56,171,0.6,6.2,12.89
1,Cucumber,English,13-07-23,15-09-23,64,26.3,24.6,29,93.1,638,33431,15.7,6.6,141,63,166,0,6.8,15.02
3,Lettuce,Leaf,27-04-23,03-06-23,37,18.6,17.2,20,72.8,856,37635,14.4,4,,,,0.2,6.7,8.47
1,Cucumber,Pickling,02-10-23,26-11-23,55,21.2,19.7,23.9,82,777,27164,11.1,6.7,200,70,185,0.2,6.2,13.43
3,Cucumber,Slicing,10-08-23,01-10-23,52,24.6,23.2,26.1,72,893,41576,14.6,6.4,153,49,172,1.9,6,12.48
3,Lettuce,Iceberg,28-01-23,04-03-23,35,17,15.3,18,56.3,712,27236,10,7.2,106,42,97,0.9,6.8,5.01
4,Tomato,Cherry,17-08-23,05-11-23,80,23.2,20.5,25.1,91,663,37718,14.2,8.6,220,108,165,3,6,14.56
4,Lettuce,Romaine,06-12-23,14-01-24,39,16.3,15.1,18.1,70.7,797,17582,10,5.6,137,60,94,4.1,6.1,2.61
5,Tomato,Roma,14-05-23,18-07-23,65,28.2,27.2,29.6,72.1,878,30135,15.2,12.2,223,68,154,0.7,6,18.29
1,Tomato,Heirloom,03-12-23,16-02-24,75,23.5,22.1,25.5,82.7,738,30548,10,5.9,210,70,231,2.9,5.9,15.21
2,Tomato,Roma,22-07-23,20-10-23,90,24.9,22.4,27.5,81.4,618,32301,15.4,8.8,,,,4.5,5.8,11.61
5,Tomato,Cherry,07-03-23,13-05-23,67,26.5,25.1,29.6,61.8,807,32303,11,9.4,186,108,152,0.2,6.5,13.85
3,Cucumber,Slicing,01-10-23,09-12-23,69,20.9,18.9,22.6,87.8,833,30021,11.2,6.1,188,43,144,1.2,6.9,14.74
3,Tomato,Beefsteak,08-05-23,30-07-23,83,25.3,23.1,28.8,80.6,665,47759,14.9,9.1,171,107,245,1.3,6.6,19.11
2,Lettuce,Leaf,02-11-23,22-12-23,50,17.5,15.9,20.4,66.1,1076,21919,10,4.6,122,65,128,0.9,6.6,7.4
5,Lettuce,Leaf,06-07-23,13-08-23,38,17.1,15.5,20.1,73.6,941,41048,15.9,7,147,45,103,1.7,5.8,6.91
